product_id,vendor_id,vendor,title,status,current_brand_id,current_brand_name,current_licenses,classification,suggested_brand_id,suggested_brand_name,suggested_license_id,suggested_license_name,brand_confidence,license_confidence,evidence,recommended_action,will_auto_fix,reason
"ce814904-ff35-4634-af48-511f2db70e69","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Cyborg Spiderman Marvel Legends Hasbro","published","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","","VALID_BRAND","","","39af7eed-0ae2-4c7f-ac30-107d20957036","Marvel","0.95","0.9","TITLE_LICENSE_MATCH:Marvel;TITLE_MANUFACTURER_MATCH:Hasbro","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"ca42fe36-06cf-43f1-9937-e7e49353ea52","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Super Mario 6cm Wave 22 Nintendo Jakks","published","79c769ff-c82f-4a74-82de-790b8c3ecf05","Jakks Pacific","","VALID_BRAND","","","","","0.95","0","TITLE_MANUFACTURER_MATCH:Jakks Pacific","KEEP","FALSE","Marca/Fabricante válida y aprobada."
"778a4c66-9278-40a9-9bb5-d0895e2fb4c1","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Shadow Sonic The Hedgehog Great Eastern Peluche 30cm","published","c4e4213e-b7cb-49cc-92be-cbe13cc7209e","Great Eastern Entertainment","","VALID_BRAND","","","e0b9f1da-0b23-4007-905a-8c6ce242d445","Sonic","0.95","0.9","TITLE_LICENSE_MATCH:Sonic","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"2c103ab8-d7f8-4cc9-a87f-be12a5601372","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Tinker Bell Campanita Peter Pan Story Doll Princesas Disney","published","79352f1b-f900-4f8a-97dc-74649d3022d2","Disney","","LICENSE_AS_BRAND","","","c948500a-b519-4843-82fd-a70f782c8571","Disney","0.4","0.95","CURRENT_BRAND_IS_LICENSE:Disney","MANUAL_REVIEW","FALSE","La marca actual (""Disney"") es una Licencia/Franquicia y no el Fabricante del producto. | No se detectó evidencia del fabricante real. Se requiere revisión manual sin inventar marca."
"29b53023-c9c6-4c3b-babf-4932ee93d00c","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Five Nights At Freddy's 6 Figuras Muñecos Set #2","published","fac762b8-889d-4f6d-bf1c-da9f06dab0d7","Genérica","","GENERIC_BRAND","","","","","0","0","GENERIC_BRAND_DETECTED","REQUIRES_VENDOR_ATTENTION","FALSE","El producto utiliza una marca genérica no permitida a vendedores (""Genérica"")."
"53ee9cd2-ee2f-459b-baf5-427ee05d1b2a","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","South Park Kenny Stan Cartman Kyle Butters Set 5 Figuras","published","","","","MISSING_BRAND","","","","","0","0","","REQUIRES_VENDOR_ATTENTION","FALSE","El producto no posee marca asignada (brand_id es NULL)."
"1ec44a51-c2b4-463d-b7cd-714fc579bc05","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Bob Esponja Peluche 20cm","published","","","","MISSING_BRAND","","","","","0","0","","REQUIRES_VENDOR_ATTENTION","FALSE","El producto no posee marca asignada (brand_id es NULL)."
"52ed0889-3349-4dd8-8998-0753f5474763","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Ra´s Al Ghul Batman The Animated Series Dc Collectibles 24","published","ad5d4bf0-769c-49ea-9d84-211a2fb33a68","DC Collectibles","","VALID_BRAND","","","8956afcb-0f0d-4be9-b26e-3d9ff47ebc1b","DC","0.95","0.9","TITLE_LICENSE_MATCH:DC","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"b4db3bfd-01ad-4e3b-a112-ecf7e51ff429","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Starscream Transformers Legacy Core Class Hasbro","published","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","","VALID_BRAND","","","","","0.95","0","TITLE_MANUFACTURER_MATCH:Hasbro","KEEP","FALSE","Marca/Fabricante válida y aprobada."
"98b246e6-6fbf-4294-9f99-cf75f7fe8a05","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Plantas Vs Zombies 4 Muñecos Figuras Set #2","published","","","","MISSING_BRAND","","","","","0","0","","REQUIRES_VENDOR_ATTENTION","FALSE","El producto no posee marca asignada (brand_id es NULL)."
"674f42e5-afb4-41f1-9c08-c7331db429df","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Plantas Vs Zombies 3 Muñecos Figuras Set #7","published","","","","MISSING_BRAND","","","","","0","0","","REQUIRES_VENDOR_ATTENTION","FALSE","El producto no posee marca asignada (brand_id es NULL)."
"3fd7f72d-4325-45a5-8b62-51894390bc81","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Foxy Corn Maze Five Nights At Freddy´s Mcfarlane 38pcs","published","c2451c65-4354-4955-8afd-ad4bffecd26c","Mcfarlane","","VALID_BRAND","","","","","0.95","0","TITLE_MANUFACTURER_MATCH:McFarlane Toys","KEEP","FALSE","Marca/Fabricante válida y aprobada."
"13b8c746-f3df-43ce-9c0b-0903ca050394","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Hermione Granger Harry Potter Peluche Lego","published","da508c22-2fc6-411a-811e-caf2a0e3704c","Lego","","VALID_BRAND","","","3a1d5406-c556-4f3a-a77a-29d0cd182e9b","Harry Potter","0.95","0.9","TITLE_LICENSE_MATCH:Harry Potter;TITLE_MANUFACTURER_MATCH:Lego","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"6eb72824-e0b0-456e-a8a4-359df9d1be43","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Mira Guerreras Kpop Demon Hunter 1 Figura En Caja + Carta","published","fac762b8-889d-4f6d-bf1c-da9f06dab0d7","Genérica","","GENERIC_BRAND","","","","","0","0","GENERIC_BRAND_DETECTED","REQUIRES_VENDOR_ATTENTION","FALSE","El producto utiliza una marca genérica no permitida a vendedores (""Genérica"")."
"a4268fa8-53a1-45e4-89c8-2d218b3ae347","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","My Melody Kuromi Hello Kitty Sanrio Gorro","published","1af01a3d-c8c7-42a7-9d9c-a215d3cb75e8","Sanrio","","VALID_BRAND","","","","","0.95","0","","KEEP","FALSE","Marca/Fabricante válida y aprobada."
"3c77caf8-310b-44d5-8db8-7ee91cb40060","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Figura Super Sonic Amarillo 13cm Sonic 3","published","79c769ff-c82f-4a74-82de-790b8c3ecf05","Jakks Pacific","","VALID_BRAND","","","e0b9f1da-0b23-4007-905a-8c6ce242d445","Sonic","0.95","0.9","TITLE_LICENSE_MATCH:Sonic","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"026ffcd1-9c65-498b-bac8-47676e942854","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Milu Living Dead Dolls Series 27 Mezco","published","65e6db0a-f7cc-49e4-9d2e-2bac37eaf8da","Mezco Toyz","","VALID_BRAND","","","","","0.95","0","TITLE_MANUFACTURER_MATCH:Mezco Toyz","KEEP","FALSE","Marca/Fabricante válida y aprobada."
"3a7ba330-be2c-4e88-acca-124b53e2dde5","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Darth Vader Star Wars The Empire Strikes Back Black Series","published","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","","VALID_BRAND","","","1d4ebf30-350d-4336-9058-90689b87700a","Star Wars","0.95","0.9","TITLE_LICENSE_MATCH:Star Wars","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"fdedb75e-5512-449c-b68f-71f9ffaa1d32","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Harry Potter Lentes","published","fac762b8-889d-4f6d-bf1c-da9f06dab0d7","Genérica","","GENERIC_BRAND","","","3a1d5406-c556-4f3a-a77a-29d0cd182e9b","Harry Potter","0","0.9","TITLE_LICENSE_MATCH:Harry Potter;GENERIC_BRAND_DETECTED","REQUIRES_VENDOR_ATTENTION","FALSE","El producto utiliza una marca genérica no permitida a vendedores (""Genérica"")."
"5907de3c-3101-4b6f-afcf-773c8a32ee4d","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Cyclops X-men 97 Wave 2 Marvel Legends Hasbro","published","5f1f8d40-ec5c-4e95-9c55-7676bc9308b5","Marvel","","LICENSE_AS_BRAND","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","39af7eed-0ae2-4c7f-ac30-107d20957036","Marvel","0.88","0.95","CURRENT_BRAND_IS_LICENSE:Marvel;TITLE_MANUFACTURER_MATCH:Hasbro","MANUAL_REVIEW","FALSE","La marca actual (""Marvel"") es una Licencia/Franquicia y no el Fabricante del producto. | Fabricante sugerido: ""Hasbro""."
"d8f21602-82f7-40cc-8fc8-1a75e2bf4aa5","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Magneto X-men 97 Wave 2 Marvel Legends Hasbro ","published","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","","VALID_BRAND","","","39af7eed-0ae2-4c7f-ac30-107d20957036","Marvel","0.95","0.9","TITLE_LICENSE_MATCH:Marvel;TITLE_MANUFACTURER_MATCH:Hasbro","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"ec409f89-2bdf-42fe-adf5-8da9c34ef274","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Mjolnir Thor Love And Thunder Marvel Legends Hasbro","published","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","","VALID_BRAND","","","39af7eed-0ae2-4c7f-ac30-107d20957036","Marvel","0.95","0.9","TITLE_LICENSE_MATCH:Marvel;TITLE_MANUFACTURER_MATCH:Hasbro","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"e1359aee-9697-463a-8fef-393245df06b9","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Peluche Sonic The Hedgehog La Pelicula 2 (33cm)","published","79c769ff-c82f-4a74-82de-790b8c3ecf05","Jakks Pacific","","VALID_BRAND","","","e0b9f1da-0b23-4007-905a-8c6ce242d445","Sonic","0.95","0.9","TITLE_LICENSE_MATCH:Sonic","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"b978603f-df9e-43b1-ad06-5af35b8da8a9","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Gwen Stacy Spiderman Marvel Legends Hasbro","published","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","","VALID_BRAND","","","39af7eed-0ae2-4c7f-ac30-107d20957036","Marvel","0.95","0.9","TITLE_LICENSE_MATCH:Marvel;TITLE_MANUFACTURER_MATCH:Hasbro","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"f884d173-ba91-4084-8eb1-18c6ca61aa2d","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Dr. Doom Marvel Legends Xenmu Baf Hasbro","published","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","","VALID_BRAND","","","39af7eed-0ae2-4c7f-ac30-107d20957036","Marvel","0.95","0.9","TITLE_LICENSE_MATCH:Marvel;TITLE_MANUFACTURER_MATCH:Hasbro","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"e1a69072-8ef7-474c-9f02-b93868c0a835","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Figura Articulada Neca Steel Clan Robot Gárgolas Con Accesorios 19 Cm","published","43edaabc-3910-45ab-b93d-857698fad50b","NECA","","VALID_BRAND","","","","","0.95","0","TITLE_MANUFACTURER_MATCH:NECA","KEEP","FALSE","Marca/Fabricante válida y aprobada."
"2bccb6ed-df36-4e5f-a660-efe9026769af","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Margarita Marigold Plantas Vs Zombies Peluche 18cm","published","","","","MISSING_BRAND","","","","","0","0","","REQUIRES_VENDOR_ATTENTION","FALSE","El producto no posee marca asignada (brand_id es NULL)."
"e89ec5a1-c606-46e9-8475-82eea34d4631","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Jocasta Marvel Legends Joe Fixit Baf Hasbro","published","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","","VALID_BRAND","","","39af7eed-0ae2-4c7f-ac30-107d20957036","Marvel","0.95","0.9","TITLE_LICENSE_MATCH:Marvel;TITLE_MANUFACTURER_MATCH:Hasbro","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"a27b3fab-0b51-43dc-80c2-a4f45815a44d","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Guantelete Infinito Thanos Avengers Con Luz Talle Niño","published","","","","MISSING_BRAND","","","","","0","0","","REQUIRES_VENDOR_ATTENTION","FALSE","El producto no posee marca asignada (brand_id es NULL)."
"b3ef122a-5c4e-47a8-b953-8982df836a23","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Star Wars F7109 The Black Series Ahsoka General Hera Syndulla","published","805f40a4-b371-40ac-ba05-ee277b20dd27","Star Wars","","LICENSE_AS_BRAND","","","1d4ebf30-350d-4336-9058-90689b87700a","Star Wars","0.4","0.95","CURRENT_BRAND_IS_LICENSE:Star Wars","MANUAL_REVIEW","FALSE","La marca actual (""Star Wars"") es una Licencia/Franquicia y no el Fabricante del producto. | No se detectó evidencia del fabricante real. Se requiere revisión manual sin inventar marca."
"f24ae857-2419-45d4-b85d-9cd00347046a","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Chun-li Super Street Fighter 4 Rah Medicom Toy 657","published","e44551bc-0261-4421-8761-20f201815f93","Medicom Toy","","VALID_BRAND","","","","","0.95","0","","KEEP","FALSE","Marca/Fabricante válida y aprobada."
"ea632421-b0c9-46dc-a779-971376d8a7d0","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Capricorn Saint Seiya Cloth Collection Vol.2  Medicos","published","ba4cf015-ae50-48cd-8de5-90be5cb5ff06","Medicos Entertainment","","VALID_BRAND","","","","","0.95","0","","KEEP","FALSE","Marca/Fabricante válida y aprobada."
"8a65b9da-8e57-4b1a-b2d5-96c9b3163aec","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Wolverine X-men 97 Marvel Legends Hasbro","published","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","","VALID_BRAND","","","39af7eed-0ae2-4c7f-ac30-107d20957036","Marvel","0.95","0.9","TITLE_LICENSE_MATCH:Marvel;TITLE_MANUFACTURER_MATCH:Hasbro","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"cd1f3125-efb2-427d-8399-385818a3dd17","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Alex Delarge A Clockwork Orange Living Dead Dolls Mezco","published","65e6db0a-f7cc-49e4-9d2e-2bac37eaf8da","Mezco Toyz","","VALID_BRAND","","","","","0.95","0","TITLE_MANUFACTURER_MATCH:Mezco Toyz","KEEP","FALSE","Marca/Fabricante válida y aprobada."
"24cd762d-33b1-4328-a4b3-3a0032e5f138","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Pikachu Pokemon Aoger Peluche 25cm","published","","","","MISSING_BRAND","","","","","0","0","","REQUIRES_VENDOR_ATTENTION","FALSE","El producto no posee marca asignada (brand_id es NULL)."
"adb55dd9-3583-4c63-b2ed-b71980c61ae9","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Venom Let There Be Carnage Marvel Legends Hasbro","published","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","","VALID_BRAND","","","39af7eed-0ae2-4c7f-ac30-107d20957036","Marvel","0.95","0.9","TITLE_LICENSE_MATCH:Marvel;TITLE_MANUFACTURER_MATCH:Hasbro","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"c08d2b25-a8fa-4897-802f-4485e5cfd054","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Catwoman Batman The Animated Series Dc Collectibles 04","published","ad5d4bf0-769c-49ea-9d84-211a2fb33a68","DC Collectibles","","VALID_BRAND","","","8956afcb-0f0d-4be9-b26e-3d9ff47ebc1b","DC","0.95","0.9","TITLE_LICENSE_MATCH:DC","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"aa306b9c-af7e-4d28-908c-081e9eb8eabb","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Rapunzel Story Doll Princesas Disney Store","published","79352f1b-f900-4f8a-97dc-74649d3022d2","Disney","","LICENSE_AS_BRAND","","","c948500a-b519-4843-82fd-a70f782c8571","Disney","0.4","0.95","CURRENT_BRAND_IS_LICENSE:Disney","MANUAL_REVIEW","FALSE","La marca actual (""Disney"") es una Licencia/Franquicia y no el Fabricante del producto. | No se detectó evidencia del fabricante real. Se requiere revisión manual sin inventar marca."
"f2f3d886-86ab-417c-88de-155caf6f8a26","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Magnetoseta Magnet-shroom Plantas Vs Zombies Peluche 18cm","published","","","","MISSING_BRAND","","","","","0","0","","REQUIRES_VENDOR_ATTENTION","FALSE","El producto no posee marca asignada (brand_id es NULL)."
"e7b5e24a-150e-4bcb-be97-972011f4d19b","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Deadpool Corps Scooter Marvel Legends Vehicles","published","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","","VALID_BRAND","","","39af7eed-0ae2-4c7f-ac30-107d20957036","Marvel","0.95","0.9","TITLE_LICENSE_MATCH:Marvel;TITLE_MANUFACTURER_MATCH:Hasbro","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"e089452d-f361-476e-bf50-3314482adb9a","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Lapras The Pokemon Company Peluche 25cm","published","4d53b85f-735f-4b4f-9011-211a8b34d11d","The Pokémon Company","","VALID_BRAND","","","","","0.95","0","","KEEP","FALSE","Marca/Fabricante válida y aprobada."
"04723651-6221-4568-b367-3b093718ea5c","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Banshee Gambit Psylocke X-men Marvel Legends Hasbro","published","5f1f8d40-ec5c-4e95-9c55-7676bc9308b5","Marvel","","LICENSE_AS_BRAND","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","39af7eed-0ae2-4c7f-ac30-107d20957036","Marvel","0.88","0.95","CURRENT_BRAND_IS_LICENSE:Marvel;TITLE_MANUFACTURER_MATCH:Hasbro","MANUAL_REVIEW","FALSE","La marca actual (""Marvel"") es una Licencia/Franquicia y no el Fabricante del producto. | Fabricante sugerido: ""Hasbro""."
"265a4e0b-ade5-4801-b51e-1ee167134ea4","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Seta Solar Sun Shroom Plantas Vs Zombies Peluche 18cm","published","","","","MISSING_BRAND","","","","","0","0","","REQUIRES_VENDOR_ATTENTION","FALSE","El producto no posee marca asignada (brand_id es NULL)."
"6ac48228-1581-4532-9bed-78b9eb786f70","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Figura De Acción Hot Toys Bo-katan Kryze 1/6 Scale Star Wars Coleccionable","published","fc844555-f19f-4278-9f4b-efdfdb45b42e","Hot Toys","","VALID_BRAND","","","1d4ebf30-350d-4336-9058-90689b87700a","Star Wars","0.95","0.9","TITLE_LICENSE_MATCH:Star Wars;TITLE_MANUFACTURER_MATCH:Hot Toys","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"00049697-546f-4e67-bf3e-04cee864341a","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Zeddemore The Real Ghostbusters Kenner Classics Hasbro","published","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","","VALID_BRAND","","","","","0.95","0","TITLE_MANUFACTURER_MATCH:Hasbro","KEEP","FALSE","Marca/Fabricante válida y aprobada."
"7d10c690-420f-4f9c-967d-4e997a849fa2","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Captain Foxy Five Nights At Freddy´s Curse Dreadbear Funko","published","1cbd2abc-1508-40c4-8823-9806998979e3","Funko","","VALID_BRAND","","","","","0.95","0","TITLE_MANUFACTURER_MATCH:Funko","KEEP","FALSE","Marca/Fabricante válida y aprobada."
"e78b9aa8-2b17-45ba-b4ec-2165db1f430f","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Zombi Delfín Dolphin Raider Plantas Vs Zombies Peluche 30cm Zombie Con Delfín","published","","","","MISSING_BRAND","","","","","0","0","","REQUIRES_VENDOR_ATTENTION","FALSE","El producto no posee marca asignada (brand_id es NULL)."
"39cf44c9-02a8-4d7f-95ce-f8dd0e28924f","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys"," Bride Of Chucky Tiffany Clothed Neca","published","43edaabc-3910-45ab-b93d-857698fad50b","NECA","","VALID_BRAND","","","","","0.95","0","TITLE_MANUFACTURER_MATCH:NECA","KEEP","FALSE","Marca/Fabricante válida y aprobada."
"a4c00f89-8077-4eac-a5df-7cc23a2a7872","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Velocity Suit Spiderman Marvel Legends Demogoblin Baf Hasbro","published","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","","VALID_BRAND","","","39af7eed-0ae2-4c7f-ac30-107d20957036","Marvel","0.95","0.9","TITLE_LICENSE_MATCH:Marvel;TITLE_MANUFACTURER_MATCH:Hasbro","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"26408632-0c51-4fa8-b0f2-1a5396fd099e","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Figuras De Acción Sonic 3 Shadow Knuckles Tails Con Luz","published","79c769ff-c82f-4a74-82de-790b8c3ecf05","Jakks Pacific","","VALID_BRAND","","","e0b9f1da-0b23-4007-905a-8c6ce242d445","Sonic","0.95","0.9","TITLE_LICENSE_MATCH:Sonic","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"ddbddeed-2d54-4a6c-98ef-4eacba45f743","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Figuras Sonic 3 Super Sonic + Super Shadow Con Luz","published","79c769ff-c82f-4a74-82de-790b8c3ecf05","Jakks Pacific","","VALID_BRAND","","","e0b9f1da-0b23-4007-905a-8c6ce242d445","Sonic","0.95","0.9","TITLE_LICENSE_MATCH:Sonic","AUTO_ASSIGN_LICENSE","FALSE","Marca/Fabricante válida y aprobada."
"9a194831-ba23-4b4e-b742-8ae77d996bed","61a48094-7453-4b7f-9563-e51f184832f9","JorgiToys","Pikazard Pikachu Mega Charizard Pokemon Center Peluche Pikazard","published","b2d190fa-057b-44b8-868e-ced887d9e55a","TakaraTomy","","VALID_BRAND","","","","","0.95","0","","KEEP","FALSE","Marca/Fabricante válida y aprobada."
